symbol,score,oos_ic,train_ic,train_oos_gap,hit_rate_oos,hit_rate_train,n_signals,chosen_alpha,a,b,c,d,alpha_is_high
VPH,0.44993363412683374,0.4327993411319206,0.5431117931256486,0.11031245199372802,0.041666666666666664,0.6876574307304786,48,1000.0,260,170,55,35,True
VPI,0.4797316259270035,0.4969365605477752,0.6003678452293922,0.10343128468161705,0.5471698113207547,0.6961414790996785,53,1000.0,170,40,40,10,True
VPL,0.2346984611410342,0.3534974771070337,0.4091626656288925,0.055665188521858755,0.3,0.5532687651331719,20,1000.0,30,250,25,40,True
VPS,0.48155102157036456,0.6355102329562743,0.6090332951691699,-0.02647693778710436,0.59375,0.6957446808510638,32,1000.0,120,60,45,30,True
VRC,0.3263708745998466,0.5189144115663397,0.5057661435548313,-0.013148268011508368,0.22033898305084745,0.5971370143149284,59,1000.0,60,290,40,5,True
VRE,0.4251966572413531,0.3951831080815154,0.5314445681490866,0.13626146006757117,0.36666666666666664,0.6709323583180987,30,1000.0,60,100,40,20,True
VSC,0.34613611611016093,0.6085397942323562,0.4817254254105375,-0.12681436882181868,0.4166666666666667,0.6216216216216216,24,1000.0,110,120,50,5,True
VSH,0.4174705332045715,0.40565779604312935,0.5029953611141379,0.09733756507100855,0.45098039215686275,0.6765625,51,1000.0,90,110,30,40,True
VSI,0.31631387565075014,0.4054694584471675,0.479224640515482,0.07375518206831455,0.3,0.599388379204893,10,1000.0,290,50,50,40,True
VTB,0.3319279872556065,0.43623307572429265,0.4544661945541106,0.01823311882981793,0.4838709677419355,0.6188679245283019,31,1000.0,130,30,25,25,True
VTO,0.5009759358288769,0.4578543988052606,0.6783126631899804,0.22045826438471983,0.3170731707317073,0.7112299465240641,41,187.3817422860385,40,20,50,30,False
VTP,0.4608000150605852,0.5301472194123484,0.5748193197883578,0.04467210037600933,0.4,0.6861435726210351,40,1000.0,120,50,60,5,True
YBM,0.36610639755523255,0.2452984741877541,0.48633345066991973,0.24103497648216562,0.25806451612903225,0.6374807987711214,31,1000.0,300,150,30,35,True
YEG,0.4318352156845573,0.4000066385951568,0.5903583344143453,0.19035169581918848,0.4444444444444444,0.6568265682656826,18,432.87612810830615,110,40,20,35,False
